comuna,num_incendios,area_quemada_ha,region,provincia,temporada,anio,archivo_origen,hoja
Malloa,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Vicente Tagua Tagua,23.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Donihue,6.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Coltauco,21.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Pichidegua,7.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Peumo,10.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Las Cabras,12.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Fernando,17.0,,NAN,Colchagua,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Chimbarongo,3.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Nancagua,3.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Placilla,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Chepica,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Santa Cruz,4.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Lolol,8.0,0.05,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Pumanque,6.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Peralillo,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Pichilemu,5.0,,NAN,Cardenal Caro,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Paredones,7.0,34.85,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Marchihue,7.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Litueche,11.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
La Estrella,4.0,6.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Navidad,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Curico,25.0,4.5,VII,Curico,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Rauco,10.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Romeral,7.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Teno,7.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Vichuquen,6.0,0.6,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Licanten,3.0,12.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Hualane,8.0,3.8,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Molina,13.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Sagrada Familia,4.0,280.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Talca,34.0,39.0,NAN,Talca,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Clemente,13.0,0.05,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Pelarco,10.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Rio Claro,12.0,5.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Pencahue,13.0,22.55,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Maule,32.0,5.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Curepto,5.0,51.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Constitucion,22.0,4.1,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Empedrado,1.0,50.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Rafael,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Linares,12.0,,NAN,Linares,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Yerbas Buenas,4.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Colbun,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Longavi,5.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Parral,15.0,0.3,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Retiro,5.0,0.5,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Javier,32.0,572.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Villa Alegre,3.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Cauquenes,9.0,110.0,NAN,Cauquenes,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Chanco,5.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Pelluhue,3.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Chillan,113.0,3.0,VIII,Ñuble,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Pinto,9.0,0.8,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Portezuelo,10.0,1.5,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Carlos,13.0,6.03,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Niquen,5.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Fabian,9.0,0.06,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Coihueco,24.0,137.16,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Ignacio,3.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
El Carmen,8.0,3.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Yungay,20.0,0.03,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Pemuco,15.0,2.02,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Bulnes,22.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Quillon,43.0,7.01,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Coelemu,26.0,3.13,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Treguaco,4.0,0.4,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Ranquil,15.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Cobquecura,4.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Quirihue,10.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Ninhue,3.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Nicolas,9.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Chillan Viejo,16.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Los Angeles,120.0,17.58,NAN,Bio-Bio,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Laja,12.0,1.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Rosendo,9.0,0.01,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Yumbel,55.0,0.31,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Cabrero,86.0,411.69,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Tucapel,29.0,7.69,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Quilleco,16.0,0.57,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Santa Barbara,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Alto Bio Bio,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Quilaco,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Mulchen,49.0,0.01,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Nacimiento,26.0,4.03,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Negrete,11.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Antuco,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Concepcion,42.0,3.1,NAN,Concepcion,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Talcahuano,25.0,0.5,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Hualpen,10.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Penco,61.0,0.42,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Tome,105.0,18.21,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Florida,41.0,12.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Hualqui,39.0,143.53,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Santa Juana,19.0,142.36,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Lota,77.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Coronel,46.0,2.87,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Pedro De La Paz,39.0,0.24,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Chiguayante,5.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Lebu,76.0,1.0,NAN,Arauco,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Curanilahue,164.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Arauco,72.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Los Alamos,103.0,25.1,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Canete,38.0,0.32,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Contulmo,16.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Tirua,61.0,0.98,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Angol,51.0,,IX,Malleco,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Puren,27.0,0.25,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Los Sauces,5.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Renaico,4.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Collipulli,80.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Ercilla,103.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Traiguen,13.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Lumaco,34.0,1.4,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Victoria,39.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Lonquimay,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Temuco,6.0,,NAN,Cautin,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Lautaro,9.0,0.01,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Galvarino,23.0,5.51,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Nueva Imperial,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Carahue,5.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Chol Chol,6.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Pitrufquen,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Loncoche,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Villarrica,5.0,14.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Padre Las Casas,4.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Valdivia,22.0,0.1,XIV,Valdivia,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Mariquina,5.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Corral,7.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Paillaco,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
La Unión,2.0,,NAN,Ranco,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Río Bueno,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Rio Negro,2.0,0.24,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Juan De La Costa,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Puerto Montt,12.0,,NAN,Llanquihue,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Puerto Varas,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Castro,5.0,,NAN,Chiloe,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Ancud,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Dalcahue,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Chonchi,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Coyhaique,2.0,,XI,Coyhaique,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Aysen,1.0,,NAN,Aysen,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Chile Chico,2.0,,NAN,General Carrera,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Cochrane,1.0,,NAN,Capitan Prat,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Punta Arenas,10.0,,XII,Magallanes,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Gregorio,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Puerto Natales,5.0,,NAN,Ultima Esperanza,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Torres Del Paine,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Colina,20.0,,RM,Chacabuco,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Lampa,15.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Tiltil,5.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Puente Alto,7.0,,NAN,Cordillera,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Pirque,5.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Jose De Maipo,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Bernardo,25.0,,NAN,Maipo,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Buin,6.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Paine,12.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Calera De Tango,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Talagante,7.0,,NAN,Talagante,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Penaflor,6.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
El Monte,7.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Isla De Maipo,3.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Padre Hurtado,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Melipilla,85.0,,NAN,Melipilla,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Maria Pinto,5.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Pedro,40.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Curacavi,73.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Alhue,4.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Recoleta,24.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Huechuraba,32.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Quilicura,8.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Renca,10.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Pudahuel,13.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Maipu,7.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
La Florida,4.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
