comuna,num_incendios,area_quemada_ha,region,provincia,temporada,anio,archivo_origen,hoja
Quirihue,11.0,13.9,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Ninhue,7.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
San Nicolas,18.0,11.5,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Chillan Viejo,21.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Los Angeles,101.0,3.88,NAN,Bio-Bio,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Laja,16.0,3.53,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
San Rosendo,10.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Yumbel,34.0,2.89,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Cabrero,52.0,8.63,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Tucapel,13.0,0.22,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Quilleco,23.0,2.08,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Santa Barbara,6.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Quilaco,2.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Mulchen,84.0,1.2,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Nacimiento,19.0,0.5,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Negrete,14.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Antuco,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Concepcion,29.0,0.01,NAN,Concepcion,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Talcahuano,30.0,0.2,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Hualpen,6.0,0.05,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Penco,66.0,0.48,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Tome,104.0,1.12,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Florida,51.0,1.24,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Hualqui,19.0,0.96,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Santa Juana,12.0,2.5,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Lota,113.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Coronel,59.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
San Pedro De La Paz,35.0,0.02,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Chiguayante,4.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Lebu,121.0,0.72,NAN,Arauco,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Curanilahue,259.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Arauco,64.0,5.3,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Los Alamos,126.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Canete,55.0,1.72,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Contulmo,27.0,0.3,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Tirua,58.0,18.27,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Angol,49.0,0.13,IX,Malleco,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Puren,27.0,1.13,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Los Sauces,11.0,4.0,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Renaico,3.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Collipulli,67.0,0.19,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Ercilla,88.0,0.2,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Traiguen,19.0,1.11,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Lumaco,41.0,128.12,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Victoria,97.0,0.65,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Curacautin,3.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Temuco,29.0,0.85,NAN,Cautin,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Lautaro,15.0,0.45,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Perquenco,5.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Galvarino,50.0,8.97,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Nueva Imperial,9.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Carahue,14.0,55.0,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Vilcun,3.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Chol Chol,10.0,1.37,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Cunco,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Pitrufquen,5.0,0.6,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Gorbea,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Loncoche,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Villarrica,16.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Pucon,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Padre Las Casas,15.0,0.05,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Valdivia,32.0,,XIV,Valdivia,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Mariquina,15.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Lanco,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Corral,4.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Mafil,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Paillaco,5.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
La Unión,9.0,0.3,NAN,Ranco,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Río Bueno,2.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Osorno,7.0,,X,Osorno,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
San Pablo,3.0,0.9,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Rio Negro,2.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Purranque,4.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
San Juan De La Costa,4.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Puerto Montt,48.0,,NAN,Llanquihue,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Cochamo,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Calbuco,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Los Muermos,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Fresia,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Puerto Varas,7.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Castro,6.0,,NAN,Chiloe,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Ancud,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Curaco De Velez,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Dalcahue,5.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Chonchi,3.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Chaiten,1.0,,NAN,Palena,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Palena,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Coyhaique,12.0,,XI,Coyhaique,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Aysen,3.0,,NAN,Aysen,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Chile Chico,1.0,,NAN,General Carrera,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Rio Ibañez,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Punta Arenas,8.0,,XII,Magallanes,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
San Gregorio,2.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Puerto Natales,4.0,,NAN,Ultima Esperanza,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Torres Del Paine,4.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Porvenir,2.0,,NAN,Tierra Del Fuego,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Navarino,2.0,,NAN,Antartica Chilena,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Colina,52.0,,RM,Chacabuco,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Lampa,57.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Tiltil,22.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Puente Alto,13.0,,NAN,Cordillera,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Pirque,7.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
San Jose De Maipo,7.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
San Bernardo,28.0,,NAN,Maipo,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Buin,5.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Paine,13.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Calera De Tango,6.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Talagante,12.0,,NAN,Talagante,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Penaflor,9.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
El Monte,4.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Isla De Maipo,7.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Padre Hurtado,2.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Melipilla,157.0,,NAN,Melipilla,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Maria Pinto,3.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
San Pedro,17.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Curacavi,38.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Alhue,11.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Recoleta,14.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Huechuraba,29.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Quilicura,11.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Renca,7.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Pudahuel,18.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Maipu,6.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
La Florida,6.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Penalolen,12.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
La Reina,1.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Providencia,4.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Las Condes,2.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Vitacura,5.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Lo Barnechea,5.0,,NAN,Nan,2010-2011,2010,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2010-2011
Coquimbo,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
La Serena,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Vicuna,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Monte Patria,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Ovalle,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Punitaqui,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Illapel,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Los Vilos,7.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Salamanca,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Cabildo,4.0,,V,Petorca,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
La Ligua,36.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Papudo,2.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Petorca,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Zapallar,4.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Calle Larga,2.0,,NAN,Los Andes,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Catemu,1.0,,NAN,San Felipe,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Llaillay,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Panquehue,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Hijuelas,6.0,,NAN,Quillota,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Calera,3.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
La Cruz,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Limache,19.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Nogales,6.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Olmue,13.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Quillota,4.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Casablanca,32.0,,NAN,Valparaiso,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Concon,16.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Puchuncavi,12.0,80.0,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Quilpue,59.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Quintero,8.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Valparaiso,123.0,0.35,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Villa Alemana,39.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Vina Del Mar,61.0,0.06,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Algarrobo,18.0,0.03,NAN,San Antonio,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Cartagena,26.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
El Quisco,10.0,0.2,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
El Tabo,10.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
San Antonio,179.0,1.6,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Santo Domingo,16.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Rancagua,3.0,,VI,Cachapoal,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Machali,18.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Codegua,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Mostazal,8.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Requinoa,13.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Rengo,19.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
Quinta De Tilcoco,1.0,,NAN,Nan,2009-2010,2009,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2009-2010
